blueTeamFirstBlood,blueWin,DamageDifference,DragonKillDifference,HeraldKillDifference,TowerDifference,InhibitorDifference,WardDifference,ControlWardDifference,TurretPlatesDifference,MinionsDifference,JungleMinionsDifference
0,1,1306,1,0,0,0,-13,1,0,-27,4
0,1,3273,0,0,1,0,-16,-2,-7,-24,36
1,1,-2339,1,0,-1,0,-5,2,1,-2,-7
1,0,1147,-1,0,-3,0,-3,-2,8,-32,-26
1,1,4443,-2,1,1,0,1,-3,-1,-4,1
1,1,4172,-1,1,-1,0,4,1,-4,-5,62
0,0,-457,-1,0,0,0,4,-2,4,43,-8
1,0,-1125,0,0,-2,0,-152,-1,5,5,47
0,0,-1193,-2,0,-1,0,13,5,1,48,-25
0,0,-5588,-1,0,-1,0,3,-3,7,-14,-18
0,1,-6865,-1,0,0,0,5,2,-4,26,12
1,0,885,2,0,1,0,-26,-4,-2,24,-6
0,0,-2532,-1,0,-2,0,-7,-1,7,-1,-9
1,1,2701,1,0,-1,0,6,0,-2,49,35
1,0,2802,-2,0,0,0,0,-1,3,-16,29
0,1,1397,2,0,-2,0,-1,4,-2,19,40
1,0,-6009,2,0,1,0,-29,0,1,-9,41
1,0,-7443,1,0,0,0,-5,-1,-3,0,8
0,1,-107,2,1,0,0,-105,4,-1,17,6
1,0,-15119,0,0,-1,0,-21,-1,4,-28,-21
0,0,6412,2,0,0,0,13,3,2,-28,-12
1,0,-9942,-2,-1,-3,0,-8,-4,6,-49,-24
0,1,10192,1,0,1,0,7,-3,-1,12,16
0,0,8378,-2,0,1,0,-5,-2,-11,-37,20
0,1,6688,2,1,1,0,-66,0,-2,34,24
0,1,2641,-1,0,1,0,30,-5,2,-14,16
0,0,4356,0,0,0,0,6,2,4,-18,22
1,0,-9508,-1,0,-1,0,-37,-3,2,30,5
1,0,2737,1,0,0,0,-4,0,1,-50,-18
0,0,7360,-1,0,1,0,-1,0,-2,27,15
0,1,-5155,2,1,1,0,14,1,-1,31,4
1,0,-3111,-1,0,0,0,12,-2,1,23,16
0,1,-3983,-2,0,-1,0,-5,2,-4,-74,-30
0,0,-13404,-2,0,-3,0,-6,-2,7,-112,-56
1,1,11514,1,0,2,0,2,4,-6,94,-11
1,0,347,-1,0,1,0,12,2,-2,-17,-11
0,1,-2094,-1,0,0,0,17,4,3,-18,-27
1,1,3669,1,0,0,0,4,2,2,0,40
0,1,4567,2,0,0,0,-3,-2,2,57,4
1,1,18648,1,0,4,0,20,3,-11,108,48
1,1,5810,0,0,-2,0,18,1,1,31,21
1,0,-3110,-1,0,-1,0,-63,0,5,-50,-29
0,0,-2844,-2,0,-1,0,0,1,5,-44,4
1,0,4752,1,0,1,0,181,-3,2,-28,21
0,0,-12842,0,0,-3,0,-87,1,7,-77,11
0,1,4512,-1,1,-1,0,201,-1,1,12,-8
0,0,-7711,1,0,-1,0,10,0,2,-15,8
1,1,2504,0,0,1,0,-73,0,2,19,16
0,0,-13504,0,0,-3,0,-20,4,5,-50,-3
0,0,-2985,0,0,0,0,0,0,-1,2,9
1,0,-2253,-1,0,2,0,8,3,-10,52,0
1,0,5009,0,0,0,0,8,3,4,2,40
1,0,5154,0,0,-1,0,-36,-2,6,7,8
0,0,-18235,-1,0,-3,0,24,4,8,-68,-12
1,1,3779,2,0,3,0,7,4,-7,115,9
0,0,6184,-1,0,0,0,-7,0,5,26,5
0,1,5938,2,0,1,0,-5,2,-3,28,33
1,1,17814,2,0,-1,0,2,1,2,-6,-8
0,0,-15335,-2,-1,-5,0,-2,-1,9,-111,-16
1,1,-1208,2,0,2,0,1,-4,-4,38,-13
1,1,8559,-1,1,-2,0,-3,-3,1,-38,10
1,0,5141,-2,0,-1,0,-35,0,2,-104,1
1,1,8796,-1,0,1,0,8,2,-3,81,8
0,0,444,-1,0,1,0,-3,1,1,21,3
0,0,-6855,0,0,0,0,-26,-1,-1,-20,-4
1,1,11402,2,0,4,0,12,-1,-15,32,52
1,1,8638,2,0,1,1,-43,1,-13,33,18
1,0,-9287,-2,0,-1,0,-3,1,8,-49,-23
0,1,8847,1,1,-1,0,103,2,-1,-17,106
0,0,-10570,-2,0,-3,0,-8,-2,2,-73,19
1,1,-1595,0,0,-1,0,2,-2,2,-89,-36
1,1,2445,1,0,1,0,-8,3,-5,-4,29
0,0,-1825,1,0,-1,0,-10,-1,4,13,-12
1,1,18691,2,0,7,1,6,-3,-9,177,4
0,1,13900,1,0,-1,0,-3,-1,0,15,48
0,0,-10861,-2,0,-1,0,-10,-7,2,-35,-25
0,0,101,0,0,-2,0,3,1,6,-68,-1
1,1,-3395,2,0,0,0,2,1,5,-12,-27
1,0,-2240,2,0,-1,0,2,-1,5,-49,-19
1,1,9109,0,0,1,0,3,1,-10,50,17
1,0,-2519,-2,0,0,0,15,0,0,-4,-3
0,0,245,-2,0,1,0,0,-2,-5,6,42
1,1,-5866,0,1,0,0,-6,2,3,-29,-7
1,1,-6679,0,0,-1,0,1,1,0,-35,5
0,0,-5566,0,0,-4,0,-6,1,12,-66,2
1,1,5560,0,1,3,0,2,1,-8,-4,-12
0,1,4482,1,0,-2,0,0,-2,7,-54,0
1,0,1220,-1,0,1,0,-9,-2,3,-10,-15
0,1,9286,0,0,0,0,3,2,-5,6,12
0,0,-1866,-2,0,0,0,-75,-3,3,12,-12
1,1,-3020,1,0,0,0,4,-1,-2,-1,-12
0,0,-17064,-2,0,-3,0,-36,0,6,-64,3
1,0,-1814,0,0,-1,0,-4,-3,0,-6,-28
0,0,-9023,-2,0,-2,0,-7,-3,8,-86,-21
1,0,-11648,-2,0,-1,0,-4,4,2,-38,-36
1,0,-7437,-1,0,-1,0,-200,-1,4,-14,-7
0,0,-7257,0,0,-2,0,-9,-4,6,-23,-37
1,1,10703,0,0,-1,0,6,0,0,51,28
0,0,-1986,1,0,1,0,-12,-2,-2,-2,-20
0,0,-7093,-1,0,-3,0,-3,1,3,-27,-15
1,1,7466,0,0,0,0,-50,1,-1,25,19
1,1,8658,0,1,2,0,-3,2,-9,43,28
0,0,-13614,0,-1,-3,0,-138,-5,7,-33,-2
1,1,12918,1,1,2,0,-10,-1,-10,57,-12
1,0,2078,0,1,-1,0,3,-3,2,-21,48
1,0,7859,1,1,-3,0,5,-2,1,14,-8
0,0,1511,0,0,0,0,-3,1,0,-40,-35
1,0,6345,0,0,2,0,4,-2,-1,31,0
0,0,-3397,-1,0,-1,0,-9,-2,2,-18,-17
0,0,4534,-1,0,0,0,24,0,5,47,-11
0,1,-508,1,0,-1,0,18,-6,5,-27,54
0,0,7756,1,0,-2,0,2,1,6,7,-15
1,1,11960,2,0,2,0,-4,1,-1,33,56
1,1,-716,1,0,3,0,-4,3,-10,-2,3
0,0,-3241,2,0,-1,0,6,-5,5,-9,4
1,1,18507,2,0,1,0,7,1,-2,6,6
1,1,1769,2,0,-2,0,-11,-5,6,-30,12
1,1,9028,-2,0,2,0,0,5,-7,77,17
0,1,-1634,-1,0,-1,0,12,5,7,-47,-24
1,1,1888,1,0,1,0,-230,0,0,56,-10
1,1,1270,2,0,-1,0,-25,3,-3,49,14
1,0,-956,-2,-1,0,0,-85,2,-2,18,-36
1,1,-868,2,1,0,0,-6,-1,1,0,8
1,0,-981,-1,0,-1,0,-9,-2,6,-28,-59
1,0,2148,0,0,1,0,4,-3,-5,68,-24
0,0,-1583,1,1,-1,0,-14,4,7,-17,-28
1,1,576,1,0,-1,0,-2,-1,2,2,-33
0,1,13782,2,0,0,0,-16,-2,1,45,27
0,1,7952,1,1,2,0,3,-1,-3,-12,36
1,0,-9855,-2,0,0,0,5,1,1,-36,-20
0,0,1526,2,0,2,0,-3,-1,-4,80,-6
0,1,15122,-1,0,0,0,-3,-7,-9,93,41
1,0,-4629,0,0,-1,0,16,1,4,-54,-24
1,0,-3575,-2,0,-1,0,-7,-3,1,-22,-3
0,0,2285,-1,1,-2,0,-3,3,2,29,5
0,0,-13876,0,0,-3,0,-35,-4,3,-62,27
1,1,-1290,0,0,-3,0,1,3,-2,-14,2
1,0,5230,-2,0,0,0,-158,1,1,-3,10
0,1,-6397,-2,0,-2,0,-6,-3,4,-62,-36
1,1,4648,0,-1,0,0,3,4,-2,-59,8
1,0,-8343,0,0,-2,0,105,-1,4,-42,13
1,1,2705,0,0,2,0,-6,0,-1,-4,13
1,0,1808,-2,-1,-1,0,117,1,1,-60,1
0,0,-7595,0,0,-1,0,3,1,6,-48,-14
1,1,14759,-2,0,0,0,-4,-2,3,0,-26
1,0,-10179,-2,0,-3,0,-3,0,5,-85,8
0,1,6171,2,0,0,0,19,1,0,35,-11
0,0,3690,-2,1,1,0,-7,0,2,0,-16
1,1,2906,0,0,-2,0,-7,-9,1,-4,9
1,0,-3897,-2,1,0,0,1,-3,1,-34,9
1,1,3576,-2,0,-1,0,-74,-1,-5,10,-11
0,0,-4039,-1,1,0,0,-2,-3,3,-15,24
1,1,14402,2,0,0,0,21,4,-4,39,36
0,0,-12028,-2,0,-2,0,-12,-6,1,-57,15
1,1,3266,2,0,1,0,59,-1,-5,-18,32
1,0,-8579,0,1,-1,0,-9,-1,3,12,-13
1,1,-5302,2,0,-1,0,3,-1,-6,6,40
0,0,8974,-1,0,-1,0,-114,-2,4,-30,-13
1,0,-3953,-2,0,-3,0,62,4,-3,-17,-26
1,1,5306,2,1,2,0,-30,-3,-3,49,25
0,1,295,-2,0,1,0,6,3,1,-9,7
0,1,19832,2,-1,-1,0,-15,3,-7,96,5
1,0,13815,-2,0,0,0,-3,2,0,12,10
0,0,-1155,0,0,-1,0,-7,-3,4,33,-16
0,1,12391,2,0,2,0,37,-1,-3,13,18
1,0,-1780,-1,0,-2,0,-9,7,6,-19,-13
1,1,357,2,0,1,0,-70,-2,-1,58,20
0,0,-5275,0,0,1,0,263,0,-5,44,8
0,1,-3663,1,0,0,0,0,0,1,2,11
1,0,697,0,0,0,0,6,4,2,15,-27
1,1,-5421,2,0,-3,0,5,0,8,-37,5
0,1,3439,0,0,1,0,6,3,-6,5,-22
0,1,4277,0,0,0,0,3,4,0,13,17
1,1,-6675,-1,0,-1,0,-41,0,2,-14,13
0,0,-8957,-2,0,-2,0,17,-2,1,-54,-19
0,0,-10619,-1,0,-1,0,14,-3,7,-38,-3
1,0,-798,1,0,2,0,6,0,-2,30,-36
1,1,4606,1,1,3,0,-21,-4,-11,42,8
0,1,185,2,0,0,0,-5,2,-5,30,0
1,1,5154,2,0,1,0,8,1,-4,89,-12
0,0,-3755,0,1,0,0,0,-4,5,-16,-7
1,0,-3129,-2,0,0,0,-12,-4,-4,1,26
0,1,-3974,1,0,-2,0,-6,-3,0,27,-14
1,1,9593,2,0,0,0,-22,4,2,-22,28
0,1,6469,-2,1,0,0,-7,-4,1,-6,-12
0,1,3467,1,0,0,0,3,1,3,3,15
1,1,9278,2,0,2,0,-6,-6,-6,-3,20
0,1,-15806,-2,0,-2,0,4,-2,7,-16,-12
1,0,-7196,-2,0,-1,0,0,-2,-3,22,-40
1,1,13947,2,1,2,0,1,1,-15,69,23
1,1,-5271,-1,0,-1,0,-2,1,4,-48,2
0,1,4687,0,0,-2,0,-6,-2,-2,42,16
0,1,402,0,0,1,0,-13,-4,1,-7,-9
0,0,-14636,-1,0,-3,0,0,0,10,-53,-25
1,1,9061,0,1,1,0,-10,-2,0,-24,10
1,1,-4768,-2,0,-1,0,0,3,3,82,17
1,1,5059,2,0,1,0,-29,-1,-2,31,31
1,0,-1349,0,0,-2,0,133,2,-1,7,25
1,0,6965,1,-1,2,0,-20,3,-7,-7,20
0,0,-13109,2,0,-1,0,-1,0,6,-69,4
0,0,-2954,-1,0,0,0,23,-1,-1,-15,-5
1,1,-10134,-2,0,-1,0,-16,3,0,-5,5
0,1,1200,-2,0,1,0,-53,-4,-1,22,11
0,0,-4041,-2,0,-1,0,2,-3,2,-4,0
0,0,-539,1,0,-1,0,-7,-4,2,-16,-8
1,1,15688,1,0,-2,0,9,-2,3,-5,-16
1,1,4349,1,0,1,0,20,2,-2,-3,-12
1,1,1251,2,1,0,0,-229,6,-2,52,28
1,1,3663,0,0,3,0,-30,-2,-13,-17,17
1,0,4852,-1,1,0,0,-17,1,-4,31,-4
0,0,-8735,-2,0,-3,0,-7,-4,7,-68,8
1,1,-845,1,0,0,0,12,-1,6,-17,-32
1,1,11917,0,0,3,0,5,-5,-3,47,20
1,1,-71,1,0,-2,0,-6,1,6,25,-25
0,1,12973,-1,0,1,0,12,5,-2,38,-8
1,0,1372,2,0,-1,0,-13,2,-1,-18,9
0,1,10945,2,0,1,0,-6,-2,-13,76,24
0,1,9588,-2,0,-1,0,109,-2,-4,21,-56
1,1,-949,1,0,0,0,-320,1,-8,41,18
1,1,9747,-1,0,-1,0,-131,4,-2,-5,37
1,1,8040,-1,0,1,0,4,0,5,41,14
0,0,-12668,1,0,-2,0,-4,2,2,-27,-30
1,1,2087,1,0,0,0,-16,0,0,15,12
1,1,16201,-1,0,0,0,5,1,-6,-9,25
0,0,-5556,-2,0,-1,0,-21,-4,8,-48,-8
1,0,-1709,0,0,-1,0,-5,1,0,3,-20
0,0,3370,0,0,-1,0,-12,-9,-2,5,-8
0,0,-3527,-2,0,-3,0,16,-2,-4,21,12
0,1,9296,2,0,1,0,-6,1,1,64,-26
0,1,3395,2,0,2,0,1,-2,-8,24,36
1,0,-5165,-1,1,-1,0,24,1,3,-28,-6
1,1,887,2,-1,0,0,-3,-3,-1,26,-8
1,1,7730,-1,1,2,0,6,2,-7,79,29
1,1,6520,0,0,0,0,-72,2,-2,20,28
0,0,-8182,0,-1,-3,0,-6,-2,3,-44,-24
0,0,5364,-2,0,0,0,-27,0,5,-10,-4
1,0,8155,2,-1,0,0,-1,-4,-9,74,22
1,1,-5530,0,0,-1,0,-5,-6,4,-18,2
0,1,14809,1,1,0,0,13,7,1,27,19
0,0,5570,-1,0,-2,0,4,-3,3,-30,-8
1,0,8715,1,0,3,0,-136,0,3,-6,-4
1,1,5940,2,0,2,0,-9,-1,-10,-8,50
0,1,-10507,0,1,0,0,15,-4,3,-30,12
1,1,11671,2,0,-1,0,-69,1,-3,34,-13
1,1,-1617,1,0,-2,0,-5,-1,6,-26,-13
1,1,-2022,0,0,3,1,-9,1,-6,-8,76
0,0,-7215,-1,0,-2,0,-5,-2,2,-14,20
0,0,3303,0,0,-1,0,-8,5,7,-110,-8
1,1,2121,0,0,-1,0,14,-4,-8,50,15
0,1,8282,0,0,1,0,3,3,1,-18,-30
0,0,421,0,0,0,0,0,0,-5,-9,-4
0,1,7715,1,0,0,0,-5,0,3,14,1
1,1,14755,0,0,2,0,8,4,-6,50,4
1,0,3963,-1,0,0,0,0,5,1,24,12
1,0,5789,2,0,-1,0,16,6,6,-34,8
0,0,-11151,-1,0,-2,0,-3,2,3,-69,-24
1,1,12426,2,0,0,0,19,-6,-4,74,-33
1,1,16543,1,0,0,0,-16,-1,6,40,8
1,0,6072,-1,0,3,0,-112,1,-4,57,-19
0,0,-4884,-1,0,-2,0,-10,-1,5,-14,4
0,0,-6120,-2,1,0,0,176,-2,4,18,-14
1,1,12721,1,0,2,0,3,3,-9,26,88
0,0,-10202,-2,0,-2,0,3,2,6,-49,-27
1,0,-2333,2,0,0,0,8,2,-2,42,20
0,0,-9512,-1,0,-2,0,0,-3,5,-6,0
0,0,-10221,-1,0,-3,0,2,1,7,-66,-34
0,0,-15448,-1,0,-4,0,-1,0,7,-92,-53
1,0,-5381,-1,0,0,0,23,0,3,-8,13
1,0,-1211,-2,0,1,0,152,6,1,-24,-9
1,1,7950,0,0,4,0,-10,3,-9,59,16
0,0,-6856,0,0,-2,0,-11,-1,3,-41,3
1,0,1541,-1,0,0,0,2,0,3,18,37
0,1,8017,1,0,0,0,4,2,0,37,9
0,0,-317,-2,0,-2,0,-1,6,6,-36,24
1,0,1841,0,0,-1,0,-4,0,1,27,-48
0,0,-6578,-1,0,-1,0,216,0,2,-4,13
0,0,3289,1,0,-3,0,8,-4,4,-55,-12
1,1,1112,2,0,0,0,113,4,0,-25,11
0,1,5976,2,0,0,0,3,2,1,39,-15
0,0,1468,-2,0,1,0,7,-1,-4,33,16
1,1,389,1,1,-1,0,3,-2,-2,31,8
1,1,14973,1,1,0,0,-28,2,3,72,-20
1,0,-14781,-1,-1,-4,0,11,0,3,-37,-8
1,0,-9654,-1,0,-1,0,51,-1,7,-97,20
0,1,524,0,0,1,0,40,1,1,50,-4
1,1,5318,1,0,0,0,-4,-1,1,-52,31
0,0,-6350,0,0,0,0,13,2,1,-22,20
0,0,6311,0,-1,0,0,8,-3,0,2,23
1,1,-910,1,0,0,0,-1,2,-5,3,4
1,1,885,2,0,1,0,-3,2,-1,18,0
1,1,15726,2,1,2,0,257,-1,-13,84,40
1,1,-526,0,0,0,0,-107,-3,-4,53,27
1,1,-357,2,1,-1,0,-132,1,-7,-5,-1
1,0,7317,-2,0,-1,0,11,1,1,15,20
0,1,7814,0,1,-1,0,7,0,0,56,0
0,1,4468,0,0,1,0,190,3,-12,64,-23
1,1,-5065,2,0,0,0,-11,-1,1,15,-16
1,1,4514,-2,0,-1,0,11,4,4,8,22
1,1,-1549,0,0,-1,0,1,0,-2,-28,-1
1,1,-4987,1,-1,0,0,-171,-5,0,38,7
1,0,2558,1,0,0,0,7,1,-3,-25,-3
0,1,8525,-2,0,2,0,47,1,0,44,-13
0,0,119,-2,0,1,0,4,-1,5,-66,-7
1,1,17955,2,0,4,0,-3,4,-10,81,34
0,0,-11904,-2,0,-1,0,-2,1,2,-32,-20
1,1,-271,0,0,0,0,1,4,-4,-9,-5
1,1,-695,2,0,0,0,-4,0,0,57,35
1,1,6961,2,0,-1,0,-11,1,3,38,30
1,0,-5542,0,0,-1,0,-3,0,0,-65,12
1,1,5723,-2,1,1,0,-1,0,-2,-22,4
1,1,6056,1,1,1,0,1,1,-5,-8,19
0,0,-2217,-2,0,-2,0,12,4,5,-1,-29
0,1,-9889,0,-1,-1,0,4,1,7,16,4
0,0,-6250,-2,0,-1,0,-8,-5,5,36,-1
0,1,6772,-2,0,0,0,6,1,-3,37,8
0,1,9006,1,1,1,0,1,2,-6,61,50
0,0,1857,2,0,0,0,14,-2,1,-2,13
1,0,2868,2,-1,0,0,-1,0,5,10,-36
0,1,13288,-1,0,0,0,71,7,3,9,21
1,1,-262,-2,1,0,0,-2,-2,-1,4,-16
0,0,694,-2,0,-2,0,-5,-1,5,-5,4
0,0,1597,-1,1,-1,0,8,5,1,-14,-6
1,1,-115,0,0,2,0,6,2,-11,57,-12
1,0,-12102,-2,0,-1,0,-3,-2,-1,-35,-19
1,0,-8342,-1,1,-2,0,24,4,0,-60,-41
0,0,-742,-1,0,1,0,-73,-1,1,21,9
0,0,-137,0,0,0,0,-2,5,5,-15,-16
1,0,-7726,-1,0,-1,0,-6,-4,4,-66,-27
1,0,1160,-2,0,0,0,36,3,1,-2,-31
0,1,-5033,2,0,0,0,-20,5,-6,10,11
0,0,-9471,-2,0,-2,0,0,0,7,-21,-40
0,0,-13179,-2,0,-4,0,-8,-3,6,-41,-4
0,0,-14901,1,0,-3,0,32,2,2,-117,5
0,1,14815,1,0,2,0,43,2,-9,75,33
1,1,-4093,1,0,0,0,-17,-1,-2,19,29
0,0,-5440,0,0,-2,0,-36,-3,5,-17,8
1,1,7042,0,0,0,0,-33,1,0,20,-16
1,1,5655,1,1,1,0,53,4,5,71,-35
0,1,1077,2,0,0,0,-46,-1,3,-21,-22
0,0,-6809,0,0,-1,0,28,0,3,-22,-13
0,0,-1225,-2,-1,0,0,20,-3,1,26,-5
1,1,13882,-1,0,0,0,28,-6,2,-22,12
0,1,1346,2,-1,1,0,-25,1,-1,20,-7
1,1,13524,1,1,1,0,26,1,-3,35,28
0,1,4416,0,1,-1,0,33,-2,-2,66,0
0,0,2278,-1,0,-2,0,-33,1,6,-32,-40
0,1,9093,0,0,0,0,-33,6,-13,3,13
1,1,18445,1,0,1,0,-161,-6,0,105,1
0,1,-970,-2,0,-2,0,-10,1,4,10,-36
0,0,-6271,2,0,0,0,-39,0,0,-22,-19
0,0,-764,0,0,-1,0,7,3,3,4,-9
1,1,4843,2,1,1,0,12,6,-6,15,20
1,1,1945,-2,0,0,0,-32,0,-2,27,-17
0,0,-1431,-2,1,0,0,0,-4,1,-12,-38
0,0,-121,0,0,0,0,23,-1,3,-13,8
0,1,6520,0,0,1,0,53,4,-6,31,28
0,0,-16808,-1,0,-2,0,2,0,7,-99,16
1,1,11696,0,1,0,0,7,4,-6,71,-29
0,0,-34,-1,1,-2,0,-5,0,5,-35,-16
1,1,9983,-1,1,1,0,2,0,-4,15,3
0,0,-1643,-2,0,1,0,-2,-3,-6,-13,8
0,1,-283,0,0,0,0,8,5,5,4,-32
1,1,4577,-1,0,-1,0,32,5,-3,38,2
0,1,973,-2,0,0,0,-10,0,0,-54,-3
1,0,-4477,2,0,1,0,0,0,1,-28,-11
0,0,-4039,-2,0,0,0,-74,-2,-5,25,-4
1,1,4649,0,1,0,0,3,-2,1,-40,12
0,0,-8052,-2,0,0,0,-5,0,2,-33,-37
0,1,-622,2,0,0,0,-135,1,-2,-31,-13
1,1,1993,0,0,-1,0,-1,-1,3,-1,23
0,0,-2830,-1,0,0,0,10,0,4,34,-41
1,1,488,0,0,0,0,7,0,3,34,12
1,1,16860,1,0,-1,0,-14,2,-1,92,21
1,0,-2193,-2,0,0,0,7,0,-2,31,-13
0,0,-6876,0,0,0,0,5,4,6,-32,-36
1,0,3412,1,0,0,0,-121,2,5,22,0
1,1,2607,-2,0,-1,0,-113,0,4,-13,-36
1,0,-3930,-1,0,0,0,-3,-2,4,-5,-2
0,1,1848,1,1,-2,0,6,1,0,2,-8
0,1,12506,0,0,8,2,8,3,-15,54,11
0,0,-21334,-1,-1,-4,0,1,-2,9,-126,-13
0,0,-373,1,0,0,0,-128,0,7,18,0
1,1,478,-2,0,0,0,3,-3,2,-38,-29
1,0,-1298,-2,1,-2,0,2,2,-1,19,-26
0,0,591,0,0,-2,0,31,7,-1,-6,12
1,0,629,-1,0,-1,0,-134,4,-1,-30,18
0,0,-7186,-2,0,0,0,7,1,2,3,-10
1,1,2432,1,0,1,0,-14,1,-5,-52,-12
0,0,-9769,-2,0,-1,0,3,2,3,0,-44
0,0,-7460,0,0,-1,0,22,-3,3,7,-43
1,1,22952,2,0,3,0,-5,3,-7,115,0
1,1,12786,-1,0,2,0,-73,1,-8,116,13
1,1,4047,1,0,0,0,-74,-2,0,52,60
0,0,-9201,-1,0,-3,0,-92,-3,4,-19,0
0,0,-11676,0,0,-1,0,10,-3,6,-76,-44
1,1,23497,1,0,2,2,2,1,-1,210,51
1,0,-4755,1,-1,-3,0,-7,-2,9,-104,-23
1,0,-6099,0,-1,0,0,4,0,-2,24,4
0,1,-4505,2,0,-1,0,-9,-5,9,-60,-31
1,1,4718,-1,0,2,0,-117,-3,-2,26,-26
0,1,11690,2,0,2,0,-5,2,-8,8,24
1,0,-4465,-1,0,-1,0,-9,0,4,4,-5
0,1,14583,-2,-1,-1,0,-8,-5,-3,-1,-5
0,0,-13040,-2,0,-3,0,-44,1,10,-80,6
0,1,-1138,-2,0,-1,0,1,-4,6,-52,-1
0,0,-10524,-2,0,-1,0,8,5,-1,23,8
1,0,-9923,-2,0,-2,0,13,0,5,-78,-28
0,0,-3062,1,0,-1,0,134,2,-2,-5,-17
1,1,800,1,0,0,0,11,-2,1,29,28
0,0,-8684,0,-1,0,0,-3,-3,4,21,-44
0,1,10138,2,-1,-1,0,2,-3,6,18,8
1,0,4379,-1,0,0,0,-8,2,2,-25,24
0,0,-8578,-2,0,-1,0,-12,-2,5,-69,-18
1,1,2936,0,0,-2,0,-9,-1,-1,-5,4
1,0,5623,-1,0,1,0,-2,-2,3,-34,-33
1,1,16794,0,0,0,0,6,5,-1,56,31
0,0,-479,-2,0,-1,0,13,0,4,-74,9
1,0,-1654,1,0,1,0,-3,-2,1,-4,30
1,1,9323,0,0,-2,0,2,-1,-2,9,-12
0,0,3732,-1,0,0,0,-21,-2,-1,9,-32
1,0,-4659,0,0,-1,0,11,4,5,-10,-43
0,0,-1865,0,0,-1,0,-64,-1,-1,-31,15
0,0,-3943,-2,0,0,0,10,1,3,8,6
0,1,-8288,0,0,3,0,9,-2,-18,61,11
1,0,-14287,0,0,-1,0,48,-2,3,-41,-5
1,1,6248,2,0,1,0,1,3,-3,38,3
1,0,3420,0,0,0,0,5,-3,1,14,-36
0,0,-3894,-1,0,-1,0,-239,-2,5,-33,4
1,0,51,0,0,0,0,0,-1,1,7,-25
1,1,4491,-2,0,2,0,11,0,-12,21,-19
1,1,-7514,-2,1,-3,0,-10,1,8,-61,-20
0,0,4182,-2,0,0,0,-18,-5,0,-46,-28
0,0,-7723,-1,0,-1,0,2,-4,-7,12,-36
0,0,5489,2,0,1,0,-10,-3,4,19,8
1,1,2415,0,0,0,0,0,-3,-1,-15,20
0,0,-533,-2,1,0,0,16,3,3,-96,-25
1,0,313,0,0,-1,0,-14,-2,0,-11,14
0,0,-63,2,-1,-1,0,-1,0,1,27,-3
0,0,-10729,-1,0,0,0,6,-3,5,-18,16
1,0,-11216,-1,-1,-1,0,156,-3,1,-102,0
1,1,13814,1,0,0,0,1,-3,-5,10,64
1,0,-4615,-2,0,0,0,-21,1,5,14,-30
0,0,-8344,0,0,-2,0,-3,0,8,-150,21
1,0,-5651,-2,0,-1,0,-19,0,4,6,-13
1,1,1081,-1,-1,0,0,8,4,-2,33,-24
1,1,4397,1,0,1,0,26,2,-1,3,20
1,1,-2884,1,0,0,0,-6,-1,6,16,-12
0,0,-6699,-2,0,0,0,3,-3,2,-21,2
0,0,-15158,-1,0,-1,0,-49,-3,4,-23,-20
1,0,-5361,-1,0,0,0,-14,-4,2,-42,12
1,0,637,-2,0,-3,0,-6,3,5,35,-17
1,0,11232,0,0,0,0,-2,-1,-1,-34,8
1,0,-7247,0,0,-2,0,11,1,6,-42,-17
0,0,-6925,-2,0,-1,0,-1,-5,3,-34,-21
0,0,-3204,-2,-1,-1,0,0,0,3,-32,-52
1,0,6840,-2,0,0,0,7,0,0,36,36
0,1,16017,-2,0,2,0,-6,-2,-9,76,12
1,1,19766,0,0,3,0,-232,6,-6,85,-13
1,1,4971,-1,0,-1,0,15,2,-1,24,-28
0,0,-4909,-1,0,-2,0,58,-4,7,1,0
0,0,-6543,0,0,-2,0,2,4,1,32,19
1,1,-665,0,0,-1,0,6,3,1,-16,44
0,0,-3885,-2,0,0,0,-82,-5,0,-11,0
0,1,-1209,0,0,-1,0,-7,0,8,-45,-21
1,1,5087,0,1,0,0,-172,4,2,47,-20
0,0,4264,0,-1,0,0,-10,-1,-3,29,20
1,1,4493,1,0,-1,0,14,-1,5,-12,30
1,0,-7053,-1,0,-1,0,-31,2,7,-36,-3
1,0,-5348,-1,1,0,0,4,2,3,-35,-38
1,1,7686,0,1,0,0,4,1,-2,-24,28
0,0,-17791,-1,0,-3,0,-246,-3,8,-100,-29
1,0,-12511,-1,0,-1,0,-57,2,2,-51,-14
0,0,3012,-2,0,-1,0,2,5,1,62,-11
1,1,17872,1,0,1,0,-7,2,-11,77,63
0,1,-8902,-2,0,0,0,-147,0,1,15,3
0,1,-1890,-2,0,1,0,20,1,3,14,34
1,0,10350,1,0,0,0,-15,2,3,16,-22
0,0,-4731,-1,0,-1,0,6,1,2,-2,-5
1,1,1784,-1,0,0,0,-2,-5,1,24,4
1,1,-2958,0,0,-2,0,-32,1,-1,-31,-29
1,1,-6691,0,0,-1,0,5,1,1,-29,10
0,0,-730,-2,-1,0,0,-23,-5,-1,16,51
1,0,-3114,1,0,-1,0,91,1,-1,-62,1
1,0,8448,-2,-1,0,0,0,4,-7,11,-8
0,0,-5550,0,0,-1,0,8,1,4,-17,4
1,0,-1554,0,0,-1,0,25,-2,-2,7,-19
