blueTeamControlWardsPlaced,blueTeamWardsPlaced,blueTeamTotalKills,blueTeamDragonKills,blueTeamHeraldKills,blueTeamTowersDestroyed,blueTeamInhibitorsDestroyed,blueTeamTurretPlatesDestroyed,blueTeamFirstBlood,blueTeamMinionsKilled,blueTeamJungleMinions,blueTeamXp,blueTeamTotalDamageToChamps,redTeamControlWardsPlaced,redTeamWardsPlaced,redTeamTotalKills,redTeamDragonKills,redTeamHeraldKills,redTeamTowersDestroyed,redTeamInhibitorsDestroyed,redTeamTurretPlatesDestroyed,redTeamMinionsKilled,redTeamJungleMinions,redTeamXp,redTeamTotalDamageToChamps,blueWin
3,25,8,0,0,0,0,5,0,409,102,1,-1,4,30,7,2,1,0,0,4,391,102,0,-2,1
5,29,15,1,1,0,0,3,1,361,124,2,1,4,27,10,1,0,0,0,14,330,79,0,0,1
4,34,8,1,0,0,0,3,0,421,96,1,-2,7,31,6,1,0,0,0,9,351,112,0,-2,1
6,29,7,0,1,0,0,6,0,382,96,0,-1,6,31,12,1,0,0,0,5,380,84,1,-1,0
5,38,21,2,0,0,0,7,1,431,103,3,1,0,46,3,0,0,0,0,10,357,84,-1,-1,1
4,22,11,1,0,0,0,9,1,348,92,0,0,1,34,13,1,0,0,0,5,382,78,2,0,0
5,33,12,1,0,0,0,3,1,352,112,1,0,1,26,13,1,1,0,0,5,354,84,0,1,0
2,45,17,1,0,0,0,5,0,368,79,0,1,4,29,11,1,0,0,0,7,367,77,0,-1,1
2,33,11,0,0,0,0,7,0,338,78,-1,0,2,53,14,2,0,0,0,5,370,98,1,-1,0
3,26,10,1,0,0,0,11,0,306,88,-2,0,1,54,17,1,0,0,0,10,348,124,1,0,0
2,26,11,1,0,0,0,8,0,344,78,-1,1,5,21,19,1,0,0,0,1,378,86,0,1,0
0,22,11,2,1,0,0,3,1,364,109,1,0,2,45,8,0,0,0,0,5,373,98,0,0,1
2,30,8,1,0,0,0,5,0,340,103,0,0,4,26,13,0,0,0,0,4,359,81,0,0,1
3,37,9,0,0,0,0,8,0,354,84,-1,0,3,34,22,1,0,0,0,3,370,84,1,1,0
4,23,9,0,0,0,0,8,0,367,102,0,-1,8,30,14,1,1,0,0,14,379,78,1,-1,1
2,26,9,1,0,0,0,7,1,356,85,0,0,0,25,12,1,1,0,0,4,339,96,0,0,1
6,34,11,1,0,0,0,1,1,358,84,0,0,5,24,15,1,0,0,0,3,374,94,0,0,1
4,70,10,0,0,0,0,7,1,351,94,0,0,5,48,14,2,1,0,0,2,356,114,1,0,1
2,200,11,0,0,0,0,8,0,354,86,0,0,0,72,14,2,0,0,0,11,324,86,1,0,0
6,24,14,0,0,0,0,8,1,351,92,0,-1,4,43,23,2,0,0,0,14,372,96,2,1,0
2,24,12,1,0,0,0,4,1,368,92,0,0,8,24,18,0,0,0,0,9,362,75,1,1,0
7,52,18,0,0,0,0,6,1,356,93,1,1,2,103,10,1,0,0,0,7,367,105,0,0,0
3,27,11,1,0,0,0,4,0,378,85,0,0,2,24,12,1,0,0,0,2,370,114,0,0,1
2,26,17,1,0,0,0,7,1,378,80,0,0,2,38,11,0,0,0,0,6,321,66,-2,-1,1
6,29,21,2,0,0,0,5,1,372,75,1,2,3,26,12,0,0,0,0,8,311,84,-1,0,1
2,31,8,1,0,0,0,4,0,370,108,1,0,7,30,7,1,1,0,0,3,400,104,0,-1,0
4,41,10,0,0,0,0,4,1,387,75,0,0,1,20,15,2,1,0,0,3,419,106,2,0,0
7,150,13,1,0,0,0,6,1,345,106,1,1,2,38,10,0,0,0,0,8,368,86,0,1,0
4,25,12,0,0,0,0,12,0,370,76,0,0,3,29,13,2,0,0,0,5,410,68,1,1,0
2,61,11,0,0,0,0,11,1,312,78,-2,0,6,78,26,1,0,0,0,5,347,101,1,3,0
3,42,24,1,1,0,0,11,1,378,93,2,2,1,20,15,0,0,0,0,11,345,56,-1,1,1
7,34,13,0,0,0,0,9,1,311,65,-3,0,4,26,24,2,0,0,0,5,348,81,0,1,0
2,24,13,1,0,0,0,2,0,416,112,2,0,5,34,11,0,0,0,0,10,382,95,1,0,1
5,30,12,0,0,0,0,9,0,371,83,0,0,6,32,13,1,0,0,0,3,377,115,0,0,0
4,26,4,0,1,0,0,6,0,374,102,-1,-1,6,30,16,2,0,0,0,5,364,80,0,0,0
5,44,6,0,0,0,0,12,0,345,74,-1,-2,4,25,16,2,1,0,0,5,396,122,2,0,0
4,48,4,2,0,0,0,6,0,376,95,-1,-2,6,35,14,0,0,0,0,2,402,96,2,-1,1
5,28,18,0,0,0,0,6,0,330,76,0,2,2,200,18,2,0,0,0,6,367,87,1,1,1
4,47,8,2,1,0,0,6,0,368,97,0,-2,3,27,4,0,0,0,0,3,428,106,1,-1,1
2,28,13,1,1,0,0,6,1,364,100,2,-1,2,26,5,0,0,0,0,6,373,108,0,0,1
4,27,16,1,0,0,0,5,1,381,85,1,0,3,22,4,0,0,0,0,4,341,74,-2,-1,1
8,39,4,1,0,0,0,10,1,354,80,-1,-1,6,35,12,1,0,0,0,2,427,74,1,0,0
1,25,2,0,0,0,0,6,0,356,81,-1,-1,6,32,12,2,0,0,0,2,402,98,1,0,0
5,37,2,0,0,0,0,7,0,350,54,-2,-2,5,64,18,1,0,0,0,4,400,100,1,1,0
2,50,13,1,0,0,0,5,0,367,109,1,1,1,15,15,0,0,0,0,2,357,85,1,0,1
7,29,9,1,1,0,0,4,1,389,92,0,-2,2,23,8,1,0,0,0,8,371,104,1,-2,0
6,27,17,1,0,0,0,3,0,387,106,1,0,1,19,10,0,0,0,0,11,345,82,-1,-1,1
2,22,24,1,0,0,0,5,1,361,72,2,2,6,34,8,1,0,0,0,6,353,69,-1,1,1
6,40,19,2,0,0,0,6,1,378,82,0,1,4,23,11,0,1,0,0,6,360,94,0,-1,1
6,29,18,1,0,0,0,9,0,316,93,1,1,3,62,18,1,0,0,0,5,388,92,1,1,0
5,30,19,1,1,0,0,4,1,381,74,1,1,6,26,6,0,0,0,0,7,329,68,-2,0,1
5,54,3,0,0,0,0,8,0,327,110,-1,-1,7,101,20,1,1,0,0,5,384,118,2,0,0
5,31,10,1,1,0,0,5,1,387,89,1,0,3,30,9,1,0,0,0,4,379,76,0,-2,1
3,28,11,2,0,0,0,2,1,398,100,1,0,2,22,12,0,0,0,0,7,339,75,0,0,1
4,28,15,1,0,0,0,6,1,341,74,0,1,2,25,12,1,0,0,0,12,356,70,-1,0,0
4,31,11,0,0,0,0,8,0,358,63,0,0,3,29,20,1,0,0,0,6,384,101,1,2,0
2,28,16,1,1,0,0,4,0,404,99,1,1,2,33,6,1,0,0,0,13,347,88,0,-1,1
5,78,9,1,0,0,0,7,1,302,62,-3,0,5,27,15,0,0,0,0,5,373,72,1,0,0
2,25,12,1,0,0,0,9,0,318,62,-2,0,3,35,24,1,0,0,0,4,369,82,1,2,0
3,29,16,1,1,0,0,2,1,373,103,1,0,2,31,6,1,0,0,0,10,351,85,-1,-1,1
5,31,13,2,0,0,0,2,1,363,102,1,0,1,20,5,0,0,0,0,2,388,82,-1,-2,1
3,28,14,0,1,0,0,5,0,357,95,0,1,2,42,17,2,0,0,0,1,300,90,-1,0,1
3,24,17,1,0,0,0,3,1,407,90,1,1,6,24,13,0,0,0,0,15,262,56,-3,0,1
13,152,9,0,0,0,0,7,1,343,74,-1,0,6,56,16,1,0,0,0,10,336,69,0,0,1
5,24,13,1,0,0,0,6,0,332,102,0,1,5,95,21,1,0,0,0,6,315,74,0,0,1
6,40,12,2,0,0,0,5,1,378,138,2,0,5,27,11,0,1,0,0,4,375,85,1,-1,1
5,29,8,0,0,0,0,8,0,315,89,-3,-1,7,113,17,2,0,0,0,4,351,98,0,0,0
6,43,21,2,1,0,0,3,1,368,100,2,1,0,31,8,0,0,0,0,8,319,82,-1,-1,1
5,27,25,1,0,0,0,7,1,347,91,2,2,3,106,13,1,0,0,0,9,322,80,-2,-1,1
3,39,5,1,0,0,0,4,0,379,98,0,-1,6,37,13,1,0,0,0,4,383,69,1,0,1
4,30,12,1,0,0,0,12,1,333,63,-1,0,1,23,11,1,0,0,0,10,325,103,0,0,0
2,30,9,0,0,0,0,9,1,340,86,-1,0,3,36,19,2,1,0,0,8,376,98,1,1,0
1,34,13,0,0,0,0,6,1,313,81,-1,0,0,55,12,1,0,0,0,6,315,61,-1,0,0
2,31,17,0,0,0,0,3,1,359,66,0,2,0,23,11,2,0,0,0,10,262,86,-2,-1,1
3,28,12,1,0,0,0,11,1,329,82,0,0,6,28,16,0,0,0,0,6,364,67,0,1,0
3,25,10,0,0,0,0,7,0,329,87,-1,0,1,24,17,2,0,0,0,2,340,79,1,0,0
3,25,6,1,0,0,0,6,0,395,94,0,-2,3,29,7,1,0,0,0,5,405,86,0,-1,0
2,29,15,0,0,0,0,6,0,360,67,0,1,7,29,11,1,1,0,0,5,397,91,0,0,1
8,38,20,1,0,0,0,3,1,357,93,1,2,3,91,8,0,0,0,0,6,358,78,-1,0,1
4,29,10,0,0,0,0,6,0,359,64,0,-2,2,23,14,2,0,0,0,1,358,111,1,1,1
4,31,9,1,1,0,0,4,0,401,112,1,-1,2,29,6,1,0,0,0,2,368,92,-1,-2,1
1,64,5,1,0,0,0,3,0,378,108,0,-2,4,70,2,0,0,0,0,4,393,111,1,-1,0
4,30,15,2,1,0,0,4,1,385,101,2,1,6,32,7,0,0,0,0,3,311,92,-1,1,1
6,33,10,1,0,0,0,4,1,402,100,0,-1,7,33,8,1,1,0,0,4,363,90,-1,-1,1
1,51,12,1,0,0,0,6,0,337,77,0,0,5,91,20,0,0,0,0,8,362,73,1,1,0
1,28,6,0,0,0,0,9,1,345,72,-1,-3,5,88,12,1,0,0,0,7,366,108,1,-1,0
5,28,10,1,0,0,0,10,0,312,70,-1,-2,5,42,13,1,0,0,0,2,401,126,2,1,0
5,20,12,1,0,0,0,7,1,294,72,-1,-1,3,29,11,0,1,0,0,2,354,92,0,0,0
5,46,11,0,0,0,0,11,0,371,84,0,0,2,27,19,1,0,0,0,2,385,103,2,0,0
2,23,18,0,0,0,0,7,0,306,81,-1,1,1,26,13,2,0,0,0,6,301,112,-1,-1,1
6,92,9,0,0,0,0,7,0,388,78,0,-1,5,37,12,2,0,0,0,7,383,82,1,0,0
3,22,17,1,0,0,0,2,0,420,98,2,-1,4,29,4,1,0,0,0,7,368,83,-1,-1,1
6,71,20,0,0,0,0,8,1,372,80,1,1,3,29,12,2,0,0,0,4,298,100,0,0,0
9,32,14,2,0,0,0,5,0,356,82,0,-1,4,25,9,0,0,0,0,4,378,106,0,-1,1
6,27,18,2,0,0,0,3,0,362,80,1,1,4,21,11,0,0,0,0,8,343,84,-1,0,1
3,26,9,0,0,0,0,4,0,356,88,0,-1,5,28,10,2,1,0,0,8,378,99,1,-1,0
4,31,8,0,0,0,0,6,0,325,85,0,-1,5,31,17,2,1,0,0,6,384,90,1,1,0
8,34,10,1,0,0,0,8,1,395,100,0,0,5,28,14,1,0,0,0,8,355,84,1,0,0
4,31,11,0,0,0,0,6,0,348,78,0,1,2,24,14,2,0,0,0,6,342,104,1,0,1
3,25,25,2,0,0,0,3,0,392,108,1,1,2,31,11,0,0,0,0,16,351,59,-1,0,1
2,21,11,0,0,0,0,13,0,333,86,-1,0,4,32,23,1,0,0,0,3,376,106,1,2,0
2,28,12,1,1,0,0,5,1,361,98,0,0,4,31,7,0,0,0,0,7,334,84,-1,-1,1
3,25,3,1,1,0,0,9,0,370,104,0,-2,4,43,9,1,0,0,0,2,403,95,1,-1,0
2,23,16,2,0,0,0,6,0,359,94,2,1,3,27,9,0,0,0,0,8,325,102,0,-1,1
5,37,11,0,0,0,0,12,0,326,93,0,-1,5,21,16,2,0,0,0,5,381,94,1,2,1
0,20,13,1,0,0,0,13,1,301,82,-2,-1,3,29,16,1,1,0,0,6,427,109,2,0,0
3,21,9,1,0,0,0,9,1,393,112,0,0,4,31,23,1,0,0,0,4,354,64,2,1,0
3,26,5,1,1,0,0,7,0,393,91,-1,-1,7,29,14,1,0,0,0,7,348,92,0,-1,0
5,26,14,1,0,0,0,11,1,352,96,1,0,7,22,9,1,0,0,0,11,382,80,0,-2,0
2,23,16,1,0,0,0,5,1,359,97,0,1,6,30,15,1,1,0,0,8,338,95,0,-1,0
5,30,20,2,1,0,0,5,0,364,92,0,2,5,23,7,0,0,0,0,12,298,80,-2,0,1
4,26,6,1,0,0,0,10,0,326,100,-1,-1,7,24,16,1,0,0,0,2,357,94,1,-1,0
2,21,11,1,0,0,0,5,1,386,96,1,-1,3,23,8,0,0,0,0,7,378,96,0,-1,0
3,23,28,2,0,0,0,6,1,344,82,1,1,1,18,9,0,0,0,0,12,340,104,0,-1,1
1,22,9,0,0,0,0,6,0,334,85,-1,-1,2,34,23,1,0,0,0,6,368,98,2,2,0
4,31,8,2,0,0,0,5,1,340,107,0,-1,2,26,15,0,0,0,0,9,417,100,3,1,0
4,29,25,2,0,0,0,1,0,388,122,2,2,3,32,14,0,0,0,0,16,349,50,0,2,1
1,24,15,2,0,0,0,6,0,352,88,0,-1,5,31,15,0,0,0,0,8,343,92,0,0,1
2,22,11,1,0,0,0,5,1,347,104,-1,1,3,28,16,1,0,0,0,6,365,72,0,0,1
6,26,11,1,0,0,0,12,0,277,90,-1,0,3,31,15,1,0,0,0,7,315,85,-1,1,0
3,30,18,0,1,0,0,8,1,298,86,1,1,5,82,12,1,0,0,0,4,346,77,-1,0,0
2,23,15,2,0,0,0,6,1,398,109,1,-1,2,48,4,0,0,0,0,5,346,74,-1,-1,1
1,21,18,2,0,0,0,10,0,347,83,0,-1,3,32,7,0,0,0,0,6,379,127,0,-1,1
7,200,6,0,0,0,0,9,0,362,88,-1,-2,3,32,11,2,0,0,0,2,381,104,1,-1,0
6,20,10,2,0,0,0,7,1,339,74,-1,-2,5,38,5,0,0,0,0,5,398,85,-1,-2,1
3,40,8,0,0,0,0,6,1,347,105,-1,-1,3,26,11,1,0,0,0,3,398,82,1,0,0
5,29,14,1,0,0,0,8,1,346,96,0,0,3,25,13,1,0,0,0,4,377,82,0,-1,0
4,27,9,0,0,0,0,6,0,375,85,-1,-1,3,32,14,1,1,0,0,7,367,106,1,0,0
12,35,14,0,0,0,0,5,0,395,96,1,0,7,37,14,2,0,0,0,6,370,76,0,0,1
4,30,14,2,0,0,0,8,0,351,74,0,1,5,26,7,0,0,0,0,9,328,89,-1,-1,1
8,44,6,0,0,0,0,4,0,387,93,0,0,5,29,7,2,0,0,0,3,352,84,0,-1,0
4,26,12,0,0,0,0,3,0,327,84,-1,1,8,110,15,1,0,0,0,6,335,92,0,0,0
2,62,15,2,0,0,0,7,1,363,84,1,1,5,61,10,0,0,0,0,10,328,80,0,0,1
4,26,8,0,0,0,0,7,0,346,82,0,-2,3,21,13,2,0,0,0,5,399,104,1,0,0
5,27,16,2,0,0,0,9,0,350,72,0,0,6,26,17,0,0,0,0,4,340,103,1,0,0
2,29,11,0,0,0,0,11,1,335,92,-1,1,2,27,19,2,0,0,0,3,344,86,0,0,0
3,26,17,0,0,0,0,10,1,383,80,1,1,2,26,11,2,0,0,0,7,348,96,0,0,1
0,26,5,0,0,0,0,7,0,306,86,-3,0,4,23,28,2,0,0,0,2,331,78,1,3,0
2,26,13,0,0,0,0,8,0,318,85,-1,-1,1,32,19,1,0,0,0,10,397,86,2,1,0
4,34,7,1,0,0,0,6,0,340,91,-2,-1,9,32,19,1,0,0,0,5,407,95,1,0,0
6,45,10,1,0,0,0,3,0,406,104,1,-1,3,27,8,1,0,0,0,5,357,80,0,-1,1
4,23,25,2,1,0,0,4,1,379,128,2,1,1,15,6,0,0,0,0,14,381,60,-2,-1,1
5,31,13,0,0,0,0,4,0,404,95,1,0,3,24,5,1,0,0,0,3,411,100,0,-2,1
3,30,6,1,0,0,0,8,1,311,84,-2,0,4,32,21,0,0,0,0,4,379,88,2,2,0
3,21,20,2,0,0,0,4,1,367,95,1,1,3,54,10,0,0,0,0,13,349,80,0,0,1
4,28,10,0,0,0,0,7,0,315,76,-2,-1,3,35,21,2,0,0,0,2,360,80,0,1,0
2,25,13,1,0,0,0,6,1,316,96,-1,1,5,55,16,0,0,0,0,2,364,69,0,1,0
5,200,13,1,0,0,0,7,1,349,95,0,0,2,40,12,0,0,0,0,5,341,85,0,-1,1
3,26,14,2,0,0,0,9,1,334,96,0,0,1,26,13,0,0,0,0,5,349,76,0,0,1
2,28,10,0,0,0,0,3,0,368,91,0,-1,0,44,12,1,0,0,0,0,367,76,0,-1,1
9,34,16,0,0,0,0,4,1,350,78,0,1,4,30,8,2,0,0,0,8,330,92,-2,0,1
5,27,14,1,0,0,0,5,1,346,99,0,3,2,24,15,1,0,0,0,9,353,95,0,1,0
2,22,9,0,0,0,0,7,0,323,86,-1,-1,6,31,17,2,0,0,0,5,402,85,2,1,0
5,34,22,1,0,0,0,6,1,315,92,0,1,2,29,9,1,0,0,0,6,322,88,-2,-1,1
2,47,23,1,0,0,0,10,1,351,79,0,1,4,26,11,1,0,0,0,9,327,96,-1,-1,1
3,27,17,0,0,0,0,7,1,363,77,2,0,4,31,10,1,0,0,0,9,319,101,-1,0,1
4,33,23,1,0,0,0,10,1,303,78,0,1,2,23,15,0,0,0,0,3,329,80,-1,1,1
2,27,4,1,0,0,0,5,0,371,77,0,-1,3,23,8,1,0,0,0,8,310,94,-1,-1,1
5,31,15,1,0,0,0,8,0,372,108,1,0,5,32,7,1,0,0,0,6,394,94,0,-1,1
6,190,15,1,1,0,0,0,1,383,103,1,0,1,23,5,1,0,0,0,12,356,91,-1,-2,1
4,30,12,1,0,0,0,9,0,367,90,0,0,3,21,14,1,0,0,0,3,331,82,0,1,1
1,24,6,0,0,0,0,5,0,348,83,0,-1,1,23,10,1,0,0,0,3,356,104,0,0,0
2,61,17,1,0,0,0,1,1,397,114,2,1,5,29,8,1,0,0,0,12,335,62,-1,-1,1
1,17,15,2,1,0,0,5,0,334,98,0,-1,4,21,12,0,0,0,0,2,340,80,-1,1,1
0,26,11,1,0,0,0,4,1,380,106,0,1,2,32,12,1,0,0,0,8,365,82,0,-1,1
3,33,13,1,0,0,0,6,0,347,78,0,0,2,58,13,0,0,0,0,1,349,80,0,0,1
1,27,19,1,0,0,0,5,0,333,112,3,2,2,18,14,0,0,0,0,7,352,71,-1,0,1
5,89,16,1,0,0,0,8,1,325,68,-1,0,1,25,5,1,0,0,0,4,372,92,-1,-1,0
3,29,10,2,0,0,0,7,0,351,104,-1,-1,1,35,14,0,0,0,0,2,394,84,1,1,1
6,45,20,1,0,0,0,8,1,382,88,1,1,7,38,11,1,0,0,0,6,376,107,0,-1,1
3,65,5,1,0,0,0,9,1,377,90,-1,-2,6,34,13,1,0,0,0,3,400,98,1,0,0
3,28,11,0,1,0,0,10,0,347,70,0,-1,4,30,14,1,0,0,0,3,358,74,0,1,0
5,27,7,1,0,0,0,8,0,337,94,0,-2,1,200,13,1,0,0,0,1,332,102,0,0,0
3,61,17,2,0,0,0,4,0,352,128,1,0,6,69,6,0,1,0,0,13,315,73,-1,-1,1
8,32,18,2,0,0,0,2,1,402,103,2,0,4,68,10,0,0,0,0,11,356,87,-1,-1,1
4,75,13,1,0,0,0,9,0,351,109,1,-1,4,30,11,1,1,0,0,2,382,93,0,0,0
3,144,18,1,0,0,0,9,1,370,115,2,2,6,32,10,1,0,0,0,7,323,53,-2,-1,1
6,31,9,1,0,0,0,6,0,363,70,-1,-1,2,22,12,0,0,0,0,3,393,59,1,0,1
2,24,20,0,0,0,0,5,0,340,78,-1,1,4,35,14,2,0,0,0,7,323,100,0,0,0
5,33,11,0,0,0,0,3,0,360,92,0,0,3,89,11,1,0,0,0,6,328,78,-1,0,0
6,34,13,1,0,0,0,5,1,362,85,1,0,1,26,5,0,0,0,0,3,389,78,0,-1,1
3,24,14,1,0,0,0,13,0,341,68,0,0,4,78,11,1,0,0,0,8,328,84,0,0,0
3,24,9,1,0,0,0,6,0,338,102,0,1,5,24,18,1,0,0,0,1,329,94,1,1,1
7,26,25,2,0,0,0,4,1,380,109,2,2,4,24,11,0,0,0,0,13,311,74,-1,0,1
3,30,11,0,1,0,0,3,0,405,104,1,-1,6,28,8,1,0,0,0,6,409,84,0,-2,1
2,46,10,0,0,0,0,8,0,373,69,-1,-1,6,29,16,1,0,0,0,4,364,107,0,1,0
3,37,9,0,0,0,0,10,0,325,88,-1,-2,7,33,16,1,1,0,0,4,345,88,0,0,0
7,60,20,2,1,0,0,3,1,369,104,2,0,4,62,10,0,0,0,0,13,340,96,0,-1,1
2,21,19,1,0,0,0,6,1,358,92,0,0,1,28,10,0,0,0,0,3,366,87,0,0,1
3,69,9,1,0,0,0,6,0,382,119,1,0,4,24,11,1,0,0,0,3,404,84,1,1,1
6,35,11,0,0,0,0,6,1,383,103,1,0,1,26,16,2,1,0,0,6,373,91,1,0,0
3,26,9,0,0,0,0,8,1,308,96,-1,1,6,77,15,1,0,0,0,3,368,83,1,1,0
2,23,10,1,0,0,0,5,1,334,89,-1,1,4,200,16,1,0,0,0,6,378,88,1,1,0
4,26,14,1,1,0,0,8,1,330,106,0,0,4,24,17,0,0,0,0,9,361,70,0,1,1
3,36,18,1,0,0,0,6,1,373,122,1,1,7,31,10,1,0,0,0,6,365,71,-1,-1,1
5,28,12,0,1,0,0,3,1,368,119,1,0,2,25,12,1,0,0,0,9,330,84,0,-1,1
4,49,9,1,0,0,0,11,0,302,95,-2,-1,3,30,14,1,1,0,0,2,361,94,0,0,0
7,31,12,1,1,0,0,2,1,375,88,0,0,1,21,11,1,0,0,0,7,319,114,0,-2,1
1,28,13,1,0,0,0,5,0,350,108,1,-1,3,27,16,1,0,0,0,13,371,84,0,0,0
5,24,10,0,1,0,0,6,0,343,112,0,-1,2,30,12,2,0,0,0,3,355,93,-1,-1,1
8,32,12,1,0,0,0,6,0,368,73,0,-1,9,33,12,1,0,0,0,5,383,106,1,0,0
3,27,14,1,0,0,0,5,1,372,79,0,1,5,28,17,0,0,0,0,11,293,89,-1,1,1
2,26,13,2,0,0,0,10,1,314,80,-1,-1,6,83,12,0,0,0,0,7,379,94,1,0,0
5,28,16,0,0,0,0,6,0,369,79,0,-1,6,32,16,1,1,0,0,1,372,93,0,0,0
2,23,20,2,0,0,0,7,0,408,107,3,1,0,200,10,0,0,0,0,9,354,108,0,1,1
2,32,21,0,0,0,0,5,0,324,100,0,2,7,39,18,1,0,0,0,7,282,88,-1,1,1
4,33,10,1,0,0,0,5,1,407,83,1,0,8,33,10,0,0,0,0,2,365,95,0,-1,1
4,23,18,2,0,0,0,8,1,381,76,2,1,4,138,6,0,0,0,0,6,306,88,-1,0,1
2,118,17,2,0,0,0,5,1,303,92,-1,0,2,39,10,0,0,0,0,7,388,92,0,-1,0
4,29,10,0,0,0,0,8,1,363,75,-1,0,1,72,14,2,0,0,0,3,395,108,1,1,0
6,28,17,2,0,0,0,4,0,343,88,0,1,4,25,10,0,0,0,0,8,288,84,-2,0,1
3,29,14,0,0,0,0,2,0,365,82,0,0,11,32,15,1,0,0,0,7,339,95,-1,1,0
4,24,16,1,0,0,0,7,0,379,100,1,1,1,22,10,0,0,0,0,9,343,78,-1,0,1
6,34,19,1,0,0,0,6,1,376,95,1,1,1,27,12,0,0,0,0,10,328,84,0,0,1
6,29,11,2,0,0,0,8,1,276,84,-1,1,6,28,19,0,0,0,0,3,310,79,-1,2,1
5,40,5,0,0,0,0,6,0,327,82,-1,-1,3,27,17,2,1,0,0,2,343,119,2,0,0
3,27,13,0,0,0,0,9,0,306,82,-1,-1,5,32,19,2,0,0,0,5,346,90,0,1,0
7,29,5,1,0,0,0,5,1,382,83,0,-3,5,26,12,1,0,0,0,4,426,113,2,-1,0
5,57,15,1,1,0,0,5,1,394,90,1,0,1,91,6,1,0,0,0,8,301,89,-1,-1,1
2,31,14,1,0,0,0,5,0,367,61,1,1,3,47,9,0,0,0,0,8,336,86,-1,-1,0
2,20,7,0,0,0,0,10,1,336,104,0,-2,7,28,18,1,1,0,0,7,409,83,1,0,0
1,42,17,1,1,0,0,5,0,330,108,1,0,0,22,12,1,0,0,0,12,373,79,-1,0,1
5,33,18,1,0,0,0,6,1,353,90,0,1,2,22,14,0,0,0,0,6,350,97,0,0,0
4,27,17,2,0,0,0,5,0,339,84,0,0,7,24,19,0,0,0,0,12,350,74,0,1,1
4,153,8,0,0,0,0,7,0,366,94,0,0,7,39,18,2,0,0,0,1,375,102,1,-1,0
0,22,19,1,1,0,0,4,1,409,122,2,0,2,31,7,1,0,0,0,10,354,74,-2,-1,0
7,32,18,1,1,0,0,4,1,379,103,2,0,3,21,3,1,0,0,0,5,379,82,0,-2,1
5,31,19,2,1,0,0,4,0,351,92,0,1,3,25,13,0,0,0,0,5,333,106,0,1,1
1,33,21,1,1,0,0,7,1,362,116,2,2,4,24,12,1,0,0,0,12,336,76,0,0,1
3,30,24,1,0,0,0,6,0,393,112,2,2,7,39,17,0,0,0,0,11,366,79,0,0,1
3,22,8,0,1,0,0,6,0,342,86,-1,0,6,31,13,2,0,0,0,5,354,97,1,0,0
2,26,13,1,1,0,0,5,1,412,114,2,0,6,32,8,1,0,0,0,7,334,101,0,-1,1
4,42,12,1,0,0,0,4,0,378,108,0,0,4,138,16,1,0,0,0,5,335,108,0,0,0
5,25,16,0,0,0,0,7,0,344,66,0,1,6,32,15,0,0,0,0,5,323,82,0,1,0
2,26,19,2,0,0,0,4,1,384,99,1,0,2,120,7,0,0,0,0,13,343,87,-1,-1,1
2,19,7,0,0,0,0,10,0,341,76,-2,-1,2,64,23,2,1,0,0,6,344,108,1,1,0
3,25,16,0,0,0,0,8,0,366,88,0,1,3,97,14,2,1,0,0,11,359,98,0,0,0
4,25,7,1,0,0,0,2,1,389,111,0,-1,2,200,9,1,0,0,0,2,392,96,0,-1,0
3,25,12,1,0,0,0,9,0,344,70,-1,1,6,41,14,0,0,0,0,4,375,85,-1,0,0
2,16,11,0,0,0,0,13,0,335,84,-1,-1,5,32,19,2,1,0,0,4,349,115,1,2,0
3,24,4,0,0,0,0,8,0,395,81,0,-1,8,31,12,2,0,0,0,6,400,80,0,0,0
7,42,14,1,0,0,0,10,0,350,80,0,0,2,52,13,0,0,0,0,9,333,92,0,0,1
6,28,17,2,0,0,0,3,1,397,74,0,1,2,25,8,0,0,0,0,10,364,77,-1,1,1
2,61,16,0,0,0,0,8,0,335,84,-1,1,5,34,16,2,0,0,0,5,351,73,-1,1,0
3,25,11,2,1,0,0,2,1,420,102,1,-1,2,28,3,0,0,0,0,15,335,86,-1,-2,1
2,29,8,0,1,0,0,6,1,305,92,-1,0,3,38,11,2,0,0,0,8,381,84,0,0,0
2,36,8,0,1,0,0,6,0,387,93,1,-1,8,42,8,2,0,0,0,5,366,94,1,-1,0
3,33,11,0,0,0,0,7,0,334,71,1,0,5,28,10,1,0,0,0,1,389,73,1,1,1
5,28,11,1,1,0,0,8,1,397,104,1,-1,7,32,5,1,0,0,0,9,393,100,0,-2,1
2,27,9,2,0,0,0,8,1,294,98,-2,0,3,23,12,0,1,0,0,4,351,68,-1,-1,1
1,20,14,0,0,0,0,9,0,333,77,0,1,3,31,21,2,0,0,0,10,375,91,1,3,0
3,24,12,2,0,0,0,9,0,300,95,-1,0,6,27,11,0,0,0,0,3,346,91,0,0,0
6,34,15,0,1,0,0,13,0,377,86,1,0,7,49,26,1,0,0,0,4,316,69,-1,1,1
4,23,10,0,0,0,0,9,0,315,64,-2,-1,4,69,15,2,0,0,0,3,360,95,1,0,1
5,22,12,1,0,0,0,4,0,407,85,1,0,8,35,12,1,0,0,0,7,385,96,1,-1,1
7,34,5,1,0,0,0,6,0,359,72,-1,-1,5,31,17,1,1,0,0,1,383,112,2,1,0
