blueTeamTotalKills,blueTeamDragonKills,blueTeamHeraldKills,blueTeamTowersDestroyed,blueTeamInhibitorsDestroyed,blueTeamTurretPlatesDestroyed,blueTeamMinionsKilled,blueTeamTotalGold,blueTeamXp,redTeamWardsPlaced,redTeamTotalKills,redTeamDragonKills,redTeamTowersDestroyed,redTeamInhibitorsDestroyed,redTeamMinionsKilled,redTeamJungleMinions,redTeamTotalGold,redTeamXp,redTeamTotalDamageToChamps,blueWin
20,0,0,0,0,5,338,1,0,86,18,1,0,0,338,84,1,0,1,0
4,0,0,0,0,4,364,-1,0,39,9,1,0,0,390,98,-1,1,-1,0
21,1,0,0,0,5,381,2,1,35,6,1,0,0,291,82,-2,-2,-2,1
24,1,0,0,0,8,318,2,1,57,15,1,0,0,313,66,0,-2,1,1
3,0,1,0,0,6,392,-2,0,25,6,1,0,0,401,86,-1,0,-2,0
9,2,1,0,0,2,366,-1,0,28,7,0,0,0,406,96,-1,0,-2,1
9,0,0,0,0,6,306,-1,0,25,9,2,0,0,396,87,0,0,0,0
11,0,0,0,0,2,360,0,2,27,8,1,0,0,383,77,-1,0,-1,1
14,0,0,0,0,6,355,1,0,28,12,2,0,0,336,80,0,-2,0,0
13,1,0,0,0,11,365,0,0,58,14,1,0,0,344,75,0,-1,-1,0
18,1,0,0,0,3,334,1,1,22,15,0,0,0,349,102,0,0,0,1
12,1,0,0,0,5,385,0,1,27,10,1,0,0,328,87,0,0,0,0
10,1,0,0,0,5,361,0,-1,30,20,0,0,0,349,96,1,0,1,0
15,0,0,0,0,6,364,0,0,40,12,1,0,0,352,74,0,-1,0,1
17,0,0,0,0,9,345,1,0,28,14,1,0,0,394,77,1,1,0,0
15,1,0,0,0,0,329,1,0,35,15,0,0,0,377,98,1,0,0,0
20,1,0,0,0,4,347,1,-1,30,12,1,0,0,304,92,0,-1,0,1
15,0,0,0,0,8,312,0,-1,90,11,1,0,0,315,94,-1,-1,0,0
19,1,0,0,0,9,314,1,-1,32,16,1,0,0,371,91,1,0,0,0
11,0,0,0,0,7,291,-1,0,34,10,2,0,0,395,101,0,0,0,0
13,0,1,0,0,6,376,0,-1,33,11,1,0,0,350,95,0,0,-1,0
13,1,0,0,0,7,346,0,0,29,15,0,0,0,340,92,1,0,0,0
12,2,0,0,0,7,330,-1,0,62,9,0,0,0,384,95,-1,0,-1,1
5,1,0,0,0,6,339,-2,0,24,11,1,0,0,363,93,-1,0,0,1
8,2,1,0,0,4,394,0,0,31,12,0,0,0,381,84,0,0,-1,1
11,1,1,0,0,10,333,-1,0,27,18,1,0,0,382,84,1,0,1,0
8,2,0,0,0,12,350,-1,-1,38,10,0,0,0,363,74,0,0,-1,1
12,0,0,0,0,6,369,0,-1,27,10,2,0,0,380,59,-1,-2,-1,1
15,1,0,0,0,6,424,1,1,28,9,1,0,0,339,107,-1,0,-2,1
12,0,1,0,0,8,376,0,1,25,11,1,0,0,372,78,0,0,1,1
5,0,0,0,0,3,402,-1,0,55,10,1,0,0,393,96,0,2,0,0
11,0,0,0,0,7,353,0,0,36,11,1,0,0,373,94,0,0,-1,0
7,0,0,0,0,9,325,-2,-2,30,20,2,0,0,370,102,1,1,1,0
10,1,1,0,0,6,371,0,0,28,8,0,0,0,354,92,-1,-1,-1,1
14,0,0,0,0,8,304,-1,-1,26,11,2,0,0,401,116,1,1,0,0
13,2,0,0,0,3,423,1,3,68,3,0,0,0,398,101,-1,1,-1,1
11,0,0,0,0,6,388,1,1,21,9,2,0,0,418,82,0,1,0,1
20,1,0,0,0,5,365,2,2,28,12,1,0,0,354,79,0,0,0,0
14,1,0,0,0,7,338,0,0,23,15,1,0,0,365,90,0,0,1,0
6,0,0,0,0,8,349,-2,-2,36,18,1,0,0,343,102,1,1,3,0
9,0,0,0,0,9,319,-1,0,29,18,2,0,0,365,114,1,2,1,0
22,1,0,0,0,4,339,2,1,24,18,0,0,0,298,70,0,-1,1,0
20,2,0,0,0,10,349,1,1,24,16,0,0,0,332,75,1,0,1,0
16,1,0,0,0,3,351,1,1,21,8,0,0,0,297,64,-2,-2,-1,1
17,2,0,0,0,4,384,1,2,25,6,0,0,0,298,88,-2,0,-1,1
5,1,1,0,0,6,366,-1,-1,67,10,0,0,0,373,87,0,0,0,0
11,2,1,0,0,6,332,0,0,30,10,0,0,0,346,84,0,0,-1,1
18,1,1,0,0,5,418,3,2,13,3,0,0,0,266,70,-3,-4,-2,1
3,1,0,0,0,5,372,-1,0,31,14,1,0,0,380,112,0,2,0,0
12,1,0,0,0,11,310,-1,-2,138,20,0,0,0,343,103,2,1,1,0
11,2,0,0,0,4,353,0,2,36,7,0,0,0,370,87,-1,0,0,1
5,1,0,0,0,8,392,-1,0,137,11,1,0,0,406,114,0,2,-1,0
15,1,0,0,0,4,333,1,0,28,11,1,0,0,327,70,-1,-1,-1,1
11,1,0,0,0,6,355,0,0,43,14,1,0,0,344,116,0,1,0,0
17,0,0,0,0,8,378,1,0,24,14,2,0,0,329,78,0,-1,0,1
13,0,0,0,0,5,357,0,0,26,14,1,0,0,330,102,0,-1,-1,0
12,2,0,0,0,1,401,0,2,32,11,0,0,0,335,86,-1,0,0,1
8,0,0,0,0,9,328,-1,-1,27,15,2,0,0,384,110,1,2,-1,0
14,0,0,0,0,1,357,1,0,27,11,1,0,0,296,91,-1,0,0,1
11,2,0,0,0,9,314,-1,-1,27,20,0,0,0,354,98,1,0,2,0
11,0,0,0,0,9,350,0,0,25,16,1,0,0,390,83,1,1,0,0
15,0,0,0,0,6,342,1,0,32,29,1,0,0,329,58,2,1,3,0
8,0,0,0,0,7,365,0,-1,25,11,2,0,0,384,104,0,1,-1,0
10,0,0,0,0,4,395,0,1,27,16,2,0,0,355,104,0,1,1,0
13,2,1,0,0,6,397,1,1,40,7,0,0,0,367,64,-1,0,-1,1
13,1,0,0,0,5,370,0,0,54,11,1,0,0,342,79,0,-1,-1,0
9,0,0,0,0,8,340,-1,0,29,16,1,0,0,381,93,1,1,0,0
12,1,0,0,0,4,405,1,2,161,9,0,0,0,358,76,-1,-1,0,1
18,2,0,0,0,6,366,1,2,28,11,0,0,0,367,81,0,0,-1,1
14,0,0,0,0,7,339,1,0,31,15,2,0,0,331,122,0,1,1,1
19,1,0,0,0,5,393,2,1,28,15,1,0,0,359,87,0,1,1,0
18,0,0,0,0,7,350,1,0,25,14,1,0,0,334,82,0,0,0,1
7,0,0,0,0,13,310,-2,-2,24,22,2,0,0,370,119,2,1,1,0
8,0,0,0,0,11,346,-1,-1,24,16,2,0,0,366,104,1,1,1,1
13,1,0,0,0,7,389,1,1,22,16,1,0,0,349,100,1,0,1,0
16,0,1,0,0,9,324,0,-1,30,22,1,0,0,335,96,2,-1,2,0
4,0,1,0,0,4,392,-1,0,200,10,2,0,0,374,92,0,0,-1,0
6,0,0,0,0,8,341,-1,-1,91,13,2,0,0,348,99,0,1,0,0
9,0,0,0,0,6,337,-1,0,32,7,0,0,0,351,90,-1,-1,0,1
7,1,0,0,0,9,351,-1,0,26,10,1,0,0,421,114,1,1,-1,0
9,0,0,0,0,7,368,-1,-1,26,14,2,0,0,390,121,1,2,0,0
19,2,0,0,0,3,379,1,2,48,10,0,0,0,367,66,-1,-1,0,1
9,1,0,0,0,9,325,-1,-1,65,21,1,0,0,369,102,1,2,1,0
15,1,0,0,0,8,367,0,2,32,8,0,0,0,372,98,0,1,1,1
13,1,0,0,0,6,388,0,1,38,5,1,0,0,394,105,-1,0,-1,1
9,0,0,0,0,10,352,-1,0,41,11,2,0,0,419,73,0,0,0,0
6,0,0,0,0,9,348,-1,1,26,6,1,0,0,357,66,-1,-1,-1,1
16,1,0,0,0,7,404,1,2,30,9,0,0,0,331,94,-1,-1,0,1
23,0,0,0,0,1,350,2,2,24,16,1,0,0,338,82,0,0,0,1
20,0,0,0,0,9,374,2,2,30,15,2,0,0,390,80,1,1,1,1
13,0,0,0,0,6,354,0,0,31,8,1,0,0,354,69,-1,-1,-1,0
22,1,0,0,0,5,365,2,1,24,14,0,0,0,343,99,1,0,1,0
19,2,1,0,0,8,362,1,1,42,10,0,0,0,328,96,0,-1,0,1
17,1,0,0,0,6,342,1,-1,37,17,1,0,0,329,106,0,0,0,0
8,0,0,0,0,5,360,-1,0,22,10,2,0,0,369,107,-1,0,-1,0
23,1,1,0,0,10,305,2,0,28,17,1,0,0,297,104,1,0,2,1
10,0,0,0,0,6,338,-1,0,24,10,2,0,0,369,86,-1,0,0,0
15,1,1,0,0,10,352,1,1,29,18,1,0,0,341,76,1,0,0,0
10,2,0,0,0,2,360,0,-1,37,6,0,0,0,351,80,-2,-1,-1,1
22,0,1,0,0,7,338,1,1,22,15,1,0,0,312,92,0,0,1,0
14,0,0,0,0,12,343,0,0,62,11,2,0,0,410,69,0,1,0,0
16,2,1,0,0,6,317,1,0,67,12,0,0,0,351,74,0,-1,1,1
11,1,0,0,0,9,278,-1,-2,30,8,0,0,0,385,91,0,0,0,0
8,1,0,0,0,6,318,-1,-2,31,11,0,0,0,341,98,0,-1,-1,1
11,1,0,0,0,2,389,0,0,27,11,0,0,0,384,82,0,0,0,0
24,2,1,0,0,3,340,2,-1,49,18,0,0,0,297,67,0,-2,1,1
10,0,0,0,0,7,388,0,1,93,11,2,0,0,368,102,0,1,1,1
10,0,0,0,0,6,364,0,0,200,13,2,0,0,408,80,0,0,1,1
12,1,0,0,0,7,373,1,1,34,14,1,0,0,395,73,0,1,0,1
8,1,0,0,0,6,392,-1,0,28,11,1,0,0,419,102,0,1,-1,0
10,0,0,0,0,8,350,0,-1,36,14,1,0,0,316,71,0,-2,-1,1
15,0,0,0,0,7,365,1,1,30,17,1,0,0,391,96,1,1,0,1
17,0,1,0,0,8,356,1,1,99,10,1,0,0,328,108,-1,-1,-1,1
18,1,0,0,0,5,353,1,2,28,15,1,0,0,351,91,0,1,1,1
28,2,0,0,0,7,314,3,1,29,12,0,0,0,299,82,0,-2,0,1
10,0,0,0,0,8,355,0,0,26,15,1,0,0,374,112,1,1,1,1
13,1,0,0,0,9,356,-1,1,32,14,1,0,0,376,72,0,0,0,0
15,2,0,0,0,9,339,0,0,31,19,0,0,0,396,81,1,1,1,0
12,0,0,0,0,5,356,0,-1,41,12,2,0,0,395,74,0,0,0,0
8,0,0,0,0,4,375,-1,0,35,16,2,0,0,340,100,1,0,0,1
16,2,0,0,0,7,365,1,1,27,19,0,0,0,353,76,2,1,1,0
12,1,0,0,0,9,359,0,-1,30,13,0,0,0,369,100,1,1,0,0
13,0,0,0,0,8,326,0,-2,30,21,1,0,0,300,92,2,1,2,0
19,1,0,0,0,3,343,1,-1,31,13,1,0,0,363,88,0,0,1,1
9,0,0,0,0,9,364,0,-1,29,19,2,0,0,345,117,1,1,1,1
8,0,0,0,0,3,373,-1,0,28,6,2,0,0,370,104,-1,0,0,0
21,2,1,0,0,2,352,2,1,38,10,0,0,0,340,68,-1,-2,-1,1
19,2,0,0,0,3,338,1,1,69,14,0,0,0,367,88,0,0,1,1
12,0,0,0,0,6,359,0,0,25,13,2,0,0,329,69,0,-1,0,0
11,0,0,0,0,9,375,1,1,21,14,2,0,0,411,104,1,2,0,0
12,1,0,0,0,2,361,0,1,27,7,1,0,0,374,86,-1,0,-1,1
8,1,1,0,0,7,345,-1,-1,34,8,1,0,0,339,106,-1,-1,-1,1
15,0,0,0,0,9,343,1,0,31,11,1,0,0,368,67,0,-1,0,0
10,1,1,0,0,5,442,1,1,112,4,1,0,0,419,80,-1,0,-2,1
9,1,0,0,0,6,400,0,1,30,7,0,0,0,332,82,-1,-1,-1,1
13,0,0,0,0,10,382,0,0,30,9,1,0,0,368,74,-1,-1,-1,0
10,1,0,0,0,7,372,0,1,29,10,1,0,0,376,98,0,0,1,0
6,1,0,0,0,6,411,-1,1,22,7,1,0,0,368,112,-1,1,-1,1
17,2,0,0,0,6,399,1,2,24,9,0,0,0,379,106,0,0,0,1
9,0,0,0,0,9,321,-1,-1,24,10,2,0,0,384,112,0,1,-1,0
9,1,0,0,0,11,313,-1,-1,26,11,0,0,0,376,94,0,-1,-1,0
29,1,0,0,0,1,405,3,2,128,10,0,0,0,280,84,-2,-3,1,1
6,0,0,0,0,8,351,-1,-1,44,14,1,0,0,392,70,0,1,1,0
16,2,0,0,0,7,389,0,1,56,2,0,0,0,323,100,-2,-2,-2,1
9,0,0,0,0,7,367,-1,0,35,8,2,0,0,398,132,0,1,-2,1
16,0,0,0,0,6,370,0,1,200,14,2,0,0,336,124,1,2,0,0
17,1,0,0,0,6,383,1,1,21,12,1,0,0,310,63,0,-1,0,1
15,1,0,0,0,6,377,1,2,39,3,1,0,0,285,126,-2,-2,-2,1
5,1,0,0,0,7,340,-2,-1,44,10,1,0,0,381,110,-1,1,-1,0
4,0,0,0,0,12,337,-2,-1,66,18,2,0,0,360,93,2,1,1,0
11,0,0,0,0,2,378,0,0,35,12,2,0,0,377,130,0,1,0,1
15,1,0,0,0,5,334,0,0,32,13,1,0,0,383,119,1,1,0,0
9,0,0,0,0,11,316,-1,-1,30,8,2,0,0,366,92,0,-1,-1,1
8,1,0,0,0,0,436,0,1,36,6,1,0,0,345,126,-1,1,-2,1
14,2,0,0,0,7,384,0,0,29,5,0,0,0,374,130,-1,1,-2,0
6,1,0,0,0,3,388,-1,-1,36,5,1,0,0,348,124,-2,1,-2,0
11,0,0,0,0,13,324,-1,-1,33,27,2,0,0,369,116,4,1,2,0
10,1,0,0,0,8,376,-1,-1,31,11,1,0,0,437,98,1,2,1,1
9,0,0,0,0,9,388,-1,0,29,16,2,0,0,401,112,2,1,0,0
22,1,0,0,0,2,392,3,4,26,5,1,0,0,339,80,-2,-1,-1,1
10,0,0,0,0,11,307,-1,-1,200,19,1,0,0,372,100,1,1,2,1
24,1,0,0,0,7,331,2,0,181,16,0,0,0,281,95,0,-1,0,1
15,1,0,0,0,9,373,0,2,33,13,1,0,0,363,78,0,0,0,1
19,1,0,0,0,8,343,2,1,200,17,0,0,0,313,76,1,0,2,0
17,0,0,0,0,5,382,2,1,27,7,1,0,0,320,88,-2,-1,-1,1
2,0,0,0,0,9,362,-2,-1,22,10,1,0,0,415,98,0,1,-1,0
13,1,1,0,0,7,360,1,1,18,11,1,0,0,329,96,-1,-1,0,0
15,1,0,0,0,7,288,0,-2,34,20,0,0,0,299,68,0,-2,1,0
10,2,0,0,0,3,355,0,-1,40,12,0,0,0,340,91,-1,-1,0,1
11,0,0,0,0,4,374,0,1,42,11,2,0,0,367,103,-1,0,0,0
10,1,0,0,0,6,352,-1,0,28,17,1,0,0,339,96,0,0,0,1
18,2,0,0,0,7,352,2,1,35,8,0,0,0,330,81,-1,-2,0,1
16,1,0,0,0,6,307,0,-1,25,20,1,0,0,316,94,0,-1,1,0
13,1,0,0,0,7,329,-1,0,23,3,1,0,0,373,108,-2,-1,-2,1
11,0,0,0,0,2,384,0,0,29,14,1,0,0,369,70,0,1,0,0
10,2,0,0,0,9,371,-1,0,172,15,0,0,0,344,92,0,-1,0,1
5,2,0,0,0,6,364,-2,-1,32,5,0,0,0,384,112,-1,0,-1,1
11,1,0,0,0,7,383,0,1,24,10,0,0,0,350,96,0,0,0,1
20,1,0,0,0,0,358,1,1,33,15,1,0,0,322,76,0,-1,0,1
17,0,0,0,0,5,394,1,1,24,9,1,0,0,314,72,-2,-2,-1,1
8,1,0,0,0,7,356,-1,-1,27,10,1,0,0,403,92,0,0,-2,0
5,0,1,0,0,3,426,-1,0,62,6,2,0,0,405,105,-1,0,-3,1
16,1,1,0,0,6,353,0,-1,29,12,1,0,0,274,80,-1,-3,-1,1
11,0,0,0,0,4,348,0,-1,25,19,2,0,0,370,104,1,1,1,0
10,0,0,0,0,8,317,-1,-1,28,15,2,0,0,345,92,1,0,1,0
9,0,0,0,0,7,310,-1,-2,99,13,0,0,0,347,95,0,0,0,0
15,2,0,0,0,6,353,0,0,28,16,0,0,0,368,74,0,0,0,1
5,0,0,0,0,8,353,-2,-1,31,14,1,0,0,399,92,1,2,-1,0
6,0,0,0,0,5,356,-1,-1,25,8,1,0,0,400,99,0,1,-1,0
7,1,0,0,0,2,354,-2,-1,30,7,0,0,0,332,88,-1,-1,-2,1
23,1,1,0,0,10,376,2,2,23,9,1,0,0,347,91,-1,-2,0,1
15,2,1,0,0,4,329,0,1,22,3,0,0,0,317,80,-2,-1,-2,1
16,0,0,0,0,12,363,1,0,27,12,1,0,0,328,90,0,-1,0,0
12,1,0,0,0,8,390,0,0,28,13,0,0,0,344,82,0,0,-1,1
10,0,0,0,0,8,308,-1,-1,34,12,1,0,0,393,94,0,0,0,0
6,2,0,0,0,6,316,-2,0,30,11,0,0,0,413,93,0,0,0,1
13,0,0,0,0,7,379,0,0,36,5,2,0,0,332,88,-1,-1,-2,1
7,1,0,0,0,10,324,-2,-2,30,21,0,0,0,360,106,2,1,1,0
15,0,0,0,0,6,340,0,0,24,20,2,0,0,357,91,1,1,1,0
7,1,0,0,0,5,370,-1,-1,51,14,0,0,0,346,98,0,0,-1,0
7,2,1,0,0,3,394,-1,1,31,3,0,0,0,353,119,-1,0,-2,1
19,0,1,0,0,5,407,2,2,19,14,1,0,0,339,88,0,-1,0,1
11,1,0,0,0,6,367,0,1,23,11,0,0,0,324,83,0,0,0,1
14,1,0,0,0,6,321,1,0,24,16,0,0,0,333,70,0,0,0,1
16,1,0,0,0,3,368,1,-1,31,10,1,0,0,333,88,-1,0,-1,1
14,1,0,0,0,5,414,1,2,31,10,1,0,0,362,80,-1,-1,-1,1
11,1,1,0,0,6,379,0,0,30,11,0,0,0,364,110,0,0,0,1
14,1,0,0,0,3,366,1,1,21,15,0,0,0,349,106,0,0,2,1
16,1,0,0,0,7,379,1,2,19,4,1,0,0,333,80,-2,-1,-2,1
13,1,1,0,0,4,390,1,1,27,3,0,0,0,349,98,-2,-1,-1,1
18,0,0,0,0,5,311,0,0,39,13,1,0,0,337,68,0,0,1,0
11,0,0,0,0,4,336,0,-1,20,10,2,0,0,346,106,0,0,0,0
11,1,0,0,0,9,344,0,-1,28,15,0,0,0,370,93,0,0,-1,1
12,1,0,0,0,6,324,-1,-1,104,24,0,0,0,343,84,2,1,2,0
12,2,0,0,0,3,350,0,-1,28,13,0,0,0,371,78,0,0,0,0
16,0,0,0,0,8,348,0,0,32,15,2,0,0,342,78,0,0,1,1
21,1,0,0,0,4,339,1,0,29,18,0,0,0,285,72,0,-1,1,0
10,0,0,0,0,11,296,-1,-2,188,21,1,0,0,391,103,2,2,1,0
7,0,0,0,0,8,334,-1,-1,65,16,1,0,0,382,100,1,1,0,1
6,0,0,0,0,7,387,-1,0,25,15,1,0,0,387,86,1,2,0,0
16,0,0,0,0,3,351,1,1,35,6,1,0,0,358,80,-1,-1,-1,1
10,0,0,0,0,11,371,0,0,30,18,2,0,0,399,85,1,2,1,1
9,0,0,0,0,7,357,-1,-1,26,17,2,0,0,383,110,1,2,0,0
10,1,0,0,0,4,369,0,0,37,15,0,0,0,321,91,0,-1,0,1
12,2,0,0,0,7,290,-1,-1,38,13,0,0,0,343,94,0,0,0,0
13,0,0,0,0,10,323,-1,-1,26,14,1,0,0,348,105,1,0,1,0
16,1,1,0,0,5,330,0,0,24,4,0,0,0,359,93,-1,-1,-1,1
10,1,0,0,0,8,316,0,-1,26,22,0,0,0,367,73,2,0,1,0
14,0,1,0,0,6,373,0,1,28,12,2,0,0,348,93,0,0,0,1
6,0,0,0,0,6,332,-1,-1,96,17,1,0,0,397,103,1,1,0,0
22,1,0,0,0,4,377,1,1,39,7,1,0,0,313,66,-1,-3,-1,1
30,1,0,0,0,7,349,3,2,32,13,1,0,0,314,76,0,-1,1,1
12,1,0,0,0,11,305,0,0,30,13,1,0,0,352,116,1,0,0,0
16,0,1,0,0,5,372,1,1,24,9,1,0,0,330,94,-1,-1,-1,1
14,0,1,0,0,2,382,1,2,27,11,2,0,0,359,81,-1,0,0,1
9,2,0,0,0,8,382,-1,0,29,12,0,0,0,421,91,1,0,0,0
5,1,1,0,0,4,431,0,0,39,11,1,0,0,396,80,0,0,-1,0
23,2,1,0,0,4,397,3,2,19,7,0,0,0,285,70,-1,-2,-1,1
13,2,0,0,0,2,367,0,1,27,13,0,0,0,303,85,-1,0,-1,1
16,0,0,0,0,11,330,0,1,42,12,2,0,0,313,107,0,0,2,1
15,1,0,0,0,6,374,0,0,30,8,1,0,0,324,94,-1,-1,0,1
12,0,0,0,0,11,331,-1,-2,31,17,1,0,0,431,82,2,1,0,0
6,0,1,0,0,5,355,-1,0,77,7,2,0,0,367,111,-1,1,-1,0
15,2,0,0,0,5,374,1,0,52,8,0,0,0,325,131,-1,-1,-2,1
15,2,0,0,0,7,360,0,1,30,12,0,0,0,358,85,0,1,1,0
4,0,0,0,0,8,351,-2,-1,28,14,2,0,0,406,99,1,1,0,0
14,1,1,0,0,12,375,1,1,25,10,1,0,0,355,89,0,0,-1,0
18,2,0,0,0,6,387,1,1,77,5,0,0,0,307,82,-2,-2,-1,1
12,1,0,0,0,4,398,0,1,22,12,1,0,0,383,97,0,1,0,1
10,0,0,0,0,10,368,-1,0,34,8,1,0,0,409,94,0,1,0,1
19,1,0,0,0,3,361,1,1,26,13,1,0,0,320,78,0,-1,0,1
10,1,0,0,0,5,384,0,1,34,10,1,0,0,372,97,0,0,-1,1
10,0,0,0,0,12,385,0,0,30,10,2,0,0,329,108,-1,-1,0,1
15,0,0,0,0,6,351,1,-1,41,22,2,0,0,375,74,1,1,3,0
15,1,0,0,0,7,351,0,0,29,11,0,0,0,419,71,0,1,0,1
14,1,0,0,0,8,347,0,0,26,8,0,0,0,307,95,-1,-1,-1,1
11,1,0,0,0,7,350,-1,0,34,15,1,0,0,406,100,1,1,1,0
5,0,0,0,0,10,379,-1,-1,34,10,2,0,0,391,85,0,0,-1,0
9,0,0,0,0,13,337,0,-1,31,19,1,0,0,393,82,2,1,2,0
10,0,0,0,0,6,384,0,0,32,17,1,0,0,369,108,1,2,0,0
16,2,1,0,0,4,359,0,0,31,12,0,0,0,364,94,0,0,1,0
16,2,0,0,0,8,331,1,1,31,10,0,0,0,356,71,0,0,-1,1
5,0,0,0,0,9,364,-2,0,35,10,2,0,0,435,124,1,2,0,0
9,1,0,0,0,3,361,-1,-1,106,8,0,0,0,349,98,-1,1,0,0
15,1,0,0,0,4,388,1,1,24,13,1,0,0,350,84,0,0,0,1
7,0,0,0,0,10,293,-1,-1,36,15,2,0,0,434,95,2,2,1,0
20,1,1,0,0,9,335,1,-1,200,17,1,0,0,363,78,2,0,0,0
10,0,0,0,0,5,387,-1,1,28,9,2,0,0,400,118,0,1,1,0
9,0,0,0,0,5,393,-1,1,50,13,2,0,0,411,89,0,1,0,0
9,0,0,0,0,6,431,0,1,27,12,2,0,0,369,103,0,1,-1,0
5,1,0,0,0,6,386,-1,0,25,15,1,0,0,384,92,1,1,-1,0
15,1,0,0,0,9,316,0,0,30,15,0,0,0,363,70,0,1,0,0
18,1,0,0,0,8,369,1,1,18,6,0,0,0,329,81,-1,-1,-1,0
16,1,1,0,0,10,312,0,0,28,17,1,0,0,345,92,1,1,2,0
7,1,0,0,0,6,308,-2,-3,64,18,1,0,0,362,94,1,1,1,0
9,0,0,0,0,11,350,-1,-1,27,12,2,0,0,366,96,0,-1,-1,0
24,1,0,0,0,6,383,2,3,22,8,1,0,0,308,65,-2,-2,-1,1
20,1,0,0,0,5,351,1,0,29,9,0,0,0,309,80,-1,-1,0,1
21,1,0,0,0,5,378,1,1,46,12,1,0,0,321,92,0,-1,1,1
13,2,0,0,0,7,326,0,0,200,10,0,0,0,359,75,0,0,-1,0
10,1,0,0,0,11,342,-1,0,33,19,0,0,0,339,92,1,1,0,1
7,0,0,0,0,11,316,-1,-1,89,20,1,0,0,374,112,2,1,1,0
9,0,1,0,0,9,360,0,0,24,14,2,0,0,375,104,1,1,0,1
15,1,1,0,0,6,375,1,1,135,15,1,0,0,353,96,0,0,0,1
8,0,0,0,0,10,351,-1,-1,31,8,2,0,0,387,85,0,0,0,0
4,0,0,0,0,12,236,-3,-4,31,17,0,0,0,373,92,2,0,0,0
12,1,0,0,0,6,382,0,0,30,12,1,0,0,364,101,0,0,-1,1
5,0,0,0,0,9,318,-2,-2,21,11,2,0,0,399,107,0,1,0,0
15,1,0,0,0,3,386,1,2,24,12,0,0,0,360,82,0,0,1,1
6,1,0,0,0,12,328,-2,0,26,11,0,0,0,408,100,1,1,1,0
15,1,1,0,0,8,371,1,2,26,11,0,0,0,397,124,0,1,1,1
15,2,0,0,0,3,312,0,-1,27,15,0,0,0,370,84,1,1,1,0
15,0,0,0,0,9,298,0,-1,78,26,1,0,0,344,121,2,1,3,0
19,2,1,0,0,4,336,1,1,75,6,0,0,0,355,94,-1,0,1,0
13,0,0,0,0,3,366,1,1,45,8,2,0,0,321,95,-1,-1,0,1
12,0,0,0,0,9,367,1,1,141,14,1,0,0,393,113,1,2,0,0
6,0,0,0,0,6,330,-2,-1,29,11,2,0,0,378,73,0,0,0,0
13,0,0,0,0,6,337,0,0,62,19,1,0,0,344,84,1,-1,1,0
16,2,0,0,0,10,331,0,0,25,19,0,0,0,352,92,1,1,0,0
15,2,0,0,0,4,338,0,1,24,7,0,0,0,331,72,-1,-1,0,1
6,0,0,0,0,8,322,-1,0,37,15,2,0,0,404,104,1,1,1,0
2,0,0,0,0,7,380,-2,-1,33,15,2,0,0,427,92,1,1,0,0
20,2,1,0,0,4,412,2,3,38,7,0,0,0,322,81,-2,-1,-1,1
9,0,0,0,0,6,346,-1,-1,27,9,1,0,0,399,80,0,0,-1,1
8,1,0,0,0,11,316,-1,0,27,21,1,0,0,380,80,1,2,3,0
12,1,0,0,0,7,357,1,1,21,11,1,0,0,344,118,0,1,1,1
8,0,0,0,0,5,368,0,0,28,12,2,0,0,366,82,0,0,0,0
27,0,0,0,0,6,338,2,1,54,13,2,0,0,354,68,0,0,1,1
16,1,0,0,0,6,332,1,1,39,11,1,0,0,339,90,0,0,0,1
6,1,0,0,0,8,307,-2,-1,24,15,1,0,0,384,80,1,0,0,0
15,1,1,0,0,6,383,1,1,24,10,0,0,0,335,96,-1,0,-1,1
19,1,0,0,0,5,387,2,2,200,9,1,0,0,368,72,-1,-1,-1,1
5,0,0,0,0,8,392,-1,1,28,5,1,0,0,421,92,0,0,-1,0
12,1,0,0,0,5,388,0,0,20,14,0,0,0,418,94,1,1,1,1
9,0,0,0,0,8,365,-1,0,25,14,2,0,0,379,94,0,2,2,0
15,1,0,0,0,4,342,0,0,17,4,1,0,0,317,84,-2,-3,-1,1
16,0,0,0,0,8,376,0,0,25,15,2,0,0,374,86,1,1,1,0
10,0,0,0,0,6,397,0,1,30,6,2,0,0,394,87,-1,1,-1,0
6,1,0,0,0,8,368,-1,-1,26,12,1,0,0,418,96,1,0,-1,0
5,0,0,0,0,4,371,-1,0,26,13,2,0,0,382,108,0,2,-1,0
17,1,0,0,0,10,326,0,0,22,21,0,0,0,361,98,2,1,2,1
9,1,0,0,0,6,370,0,0,28,11,1,0,0,355,81,-1,0,0,0
6,0,0,0,0,13,276,-2,-3,28,23,1,0,0,379,86,2,2,0,0
9,0,0,0,0,4,386,-1,1,32,8,1,0,0,417,114,0,1,-1,0
4,0,0,0,0,6,390,-2,-1,28,16,2,0,0,398,100,1,2,-1,0
9,0,0,0,0,5,337,-1,-1,31,15,2,0,0,294,84,-1,0,0,1
9,0,0,0,0,8,348,0,0,25,11,1,0,0,322,94,0,-2,-1,1
11,2,0,0,0,10,369,0,0,35,13,0,0,0,366,74,0,-1,0,1
7,1,0,0,0,6,372,-1,-1,94,18,0,0,0,383,122,1,4,0,0
12,2,0,0,0,4,362,0,0,35,7,0,0,0,352,75,-1,-1,0,1
11,1,0,0,0,4,373,0,0,34,9,1,0,0,376,70,-1,0,0,0
